id_student,final_result,target_lulus,avg_score_early,Prediksi_Lulus,Probabilitas_Lulus,Hasil_Prediksi,Hasil_Aktual
574553,Withdrawn,0,0.0,0,0.052343898,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
561930,Pass,1,78.0,0,0.3708828,GAGAL/MUNDUR (0),LULUS (1)
591464,Withdrawn,0,0.0,0,0.040490884,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2473780,Distinction,1,82.0,1,0.7202921,LULUS (1),LULUS (1)
584414,Pass,1,0.0,0,0.40984142,GAGAL/MUNDUR (0),LULUS (1)
688662,Distinction,1,0.0,1,0.51449853,LULUS (1),LULUS (1)
501158,Pass,1,82.0,1,0.5561607,LULUS (1),LULUS (1)
689141,Pass,1,100.0,1,0.5385889,LULUS (1),LULUS (1)
1934047,Withdrawn,0,0.0,0,0.052343898,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
608978,Distinction,1,99.0,1,0.9370377,LULUS (1),LULUS (1)
334048,Pass,1,75.0,1,0.6185755,LULUS (1),LULUS (1)
108118,Pass,1,96.0,1,0.7606099,LULUS (1),LULUS (1)
609241,Withdrawn,0,0.0,0,0.13593964,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
542550,Withdrawn,0,84.66666666666667,1,0.8308208,LULUS (1),GAGAL/MUNDUR (0)
2539858,Distinction,1,90.0,1,0.8617071,LULUS (1),LULUS (1)
580854,Withdrawn,0,0.0,0,0.05113249,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
581179,Pass,1,56.0,0,0.39906362,GAGAL/MUNDUR (0),LULUS (1)
683548,Fail,0,100.0,1,0.6700369,LULUS (1),GAGAL/MUNDUR (0)
1095916,Pass,1,85.75,1,0.8187561,LULUS (1),LULUS (1)
580484,Fail,0,92.0,1,0.75825274,LULUS (1),GAGAL/MUNDUR (0)
650517,Fail,0,0.0,0,0.30585164,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
633544,Pass,1,89.0,1,0.60822624,LULUS (1),LULUS (1)
689371,Distinction,1,0.0,0,0.47615498,GAGAL/MUNDUR (0),LULUS (1)
535807,Fail,0,58.0,0,0.47911587,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
618887,Pass,1,0.0,0,0.30089718,GAGAL/MUNDUR (0),LULUS (1)
575454,Fail,0,0.0,0,0.05570748,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
596860,Withdrawn,0,83.5,1,0.71627176,LULUS (1),GAGAL/MUNDUR (0)
580469,Fail,0,0.0,1,0.5055549,LULUS (1),GAGAL/MUNDUR (0)
422626,Pass,1,70.0,1,0.7135224,LULUS (1),LULUS (1)
588910,Pass,1,88.0,1,0.80191237,LULUS (1),LULUS (1)
521644,Distinction,1,0.0,0,0.18247111,GAGAL/MUNDUR (0),LULUS (1)
543818,Fail,0,80.0,1,0.5067636,LULUS (1),GAGAL/MUNDUR (0)
232078,Withdrawn,0,41.0,0,0.16221583,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
626146,Pass,1,85.0,1,0.7586554,LULUS (1),LULUS (1)
579718,Fail,0,0.0,0,0.30541486,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
617880,Pass,1,79.0,1,0.68940884,LULUS (1),LULUS (1)
654095,Fail,0,0.0,0,0.10825739,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
572143,Withdrawn,0,63.0,0,0.37410218,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
677867,Withdrawn,0,0.0,1,0.52372557,LULUS (1),GAGAL/MUNDUR (0)
625879,Fail,0,50.0,0,0.22937673,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
611255,Pass,1,90.0,1,0.8693941,LULUS (1),LULUS (1)
641452,Fail,0,0.0,0,0.06025005,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
589950,Pass,1,68.0,0,0.33308253,GAGAL/MUNDUR (0),LULUS (1)
685282,Fail,0,0.0,0,0.33601534,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
479171,Pass,1,78.0,1,0.6557261,LULUS (1),LULUS (1)
568857,Withdrawn,0,0.0,0,0.03818716,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
476769,Pass,1,100.0,1,0.751072,LULUS (1),LULUS (1)
655136,Pass,1,75.0,1,0.50480676,LULUS (1),LULUS (1)
585958,Pass,1,80.0,0,0.4090445,GAGAL/MUNDUR (0),LULUS (1)
509258,Fail,0,87.0,0,0.48747543,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
467396,Distinction,1,1.0,1,0.659363,LULUS (1),LULUS (1)
570377,Withdrawn,0,67.0,0,0.3952324,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2238148,Distinction,1,94.0,1,0.891588,LULUS (1),LULUS (1)
576782,Fail,0,80.0,1,0.6327057,LULUS (1),GAGAL/MUNDUR (0)
629878,Fail,0,80.0,1,0.5512658,LULUS (1),GAGAL/MUNDUR (0)
692454,Pass,1,77.0,1,0.6963792,LULUS (1),LULUS (1)
479848,Distinction,1,92.0,0,0.44060522,GAGAL/MUNDUR (0),LULUS (1)
536409,Withdrawn,0,0.0,0,0.046560917,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
563063,Withdrawn,0,0.0,0,0.03724438,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
417657,Fail,0,59.0,0,0.4572642,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
538045,Pass,1,98.0,1,0.7941948,LULUS (1),LULUS (1)
306150,Pass,1,0.0,1,0.5895963,LULUS (1),LULUS (1)
333856,Pass,1,66.0,0,0.4751893,GAGAL/MUNDUR (0),LULUS (1)
650592,Pass,1,0.0,1,0.5131741,LULUS (1),LULUS (1)
604969,Withdrawn,0,78.0,0,0.41734505,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
650370,Pass,1,85.5,1,0.71916926,LULUS (1),LULUS (1)
369507,Withdrawn,0,0.0,0,0.30590576,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
553104,Pass,1,92.0,0,0.44881576,GAGAL/MUNDUR (0),LULUS (1)
648366,Distinction,1,89.0,1,0.7947332,LULUS (1),LULUS (1)
620337,Fail,0,62.0,1,0.57458216,LULUS (1),GAGAL/MUNDUR (0)
649255,Distinction,1,0.0,1,0.63139075,LULUS (1),LULUS (1)
689052,Fail,0,84.5,1,0.7011688,LULUS (1),GAGAL/MUNDUR (0)
550393,Pass,1,56.0,0,0.24447495,GAGAL/MUNDUR (0),LULUS (1)
2613116,Pass,1,68.0,1,0.52240586,LULUS (1),LULUS (1)
580719,Distinction,1,0.0,1,0.663715,LULUS (1),LULUS (1)
512236,Fail,0,66.0,0,0.32665056,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
634596,Pass,1,95.0,1,0.83941716,LULUS (1),LULUS (1)
642405,Distinction,1,1.0,1,0.73036426,LULUS (1),LULUS (1)
681341,Fail,0,81.0,1,0.6694517,LULUS (1),GAGAL/MUNDUR (0)
686593,Distinction,1,0.0,0,0.47710407,GAGAL/MUNDUR (0),LULUS (1)
489410,Pass,1,72.0,0,0.45267943,GAGAL/MUNDUR (0),LULUS (1)
138710,Pass,1,40.0,0,0.09785717,GAGAL/MUNDUR (0),LULUS (1)
563374,Fail,0,57.0,0,0.3420149,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
625218,Withdrawn,0,87.0,1,0.6994964,LULUS (1),GAGAL/MUNDUR (0)
506233,Pass,1,55.0,0,0.44973716,GAGAL/MUNDUR (0),LULUS (1)
616735,Pass,1,77.0,1,0.647782,LULUS (1),LULUS (1)
677369,Withdrawn,0,0.0,0,0.017054515,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
583824,Pass,1,98.0,1,0.75819224,LULUS (1),LULUS (1)
597428,Pass,1,97.0,1,0.7466315,LULUS (1),LULUS (1)
549283,Fail,0,68.5,0,0.45677853,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
198167,Pass,1,0.0,1,0.60040504,LULUS (1),LULUS (1)
625303,Pass,1,86.0,1,0.702715,LULUS (1),LULUS (1)
601896,Fail,0,63.0,0,0.34053674,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
269584,Pass,1,74.0,1,0.5064376,LULUS (1),LULUS (1)
590519,Fail,0,78.0,1,0.61244726,LULUS (1),GAGAL/MUNDUR (0)
498371,Withdrawn,0,50.0,0,0.23173258,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
43284,Withdrawn,0,76.0,0,0.48592407,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2542431,Pass,1,80.0,0,0.40854067,GAGAL/MUNDUR (0),LULUS (1)
656882,Distinction,1,83.5,1,0.735945,LULUS (1),LULUS (1)
554245,Pass,1,66.0,0,0.44791034,GAGAL/MUNDUR (0),LULUS (1)
654882,Withdrawn,0,70.0,1,0.6024558,LULUS (1),GAGAL/MUNDUR (0)
555168,Withdrawn,0,0.0,0,0.092220426,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
620522,Pass,1,0.0,0,0.09440817,GAGAL/MUNDUR (0),LULUS (1)
196132,Pass,1,86.0,1,0.62370807,LULUS (1),LULUS (1)
432144,Pass,1,78.0,1,0.77964604,LULUS (1),LULUS (1)
598406,Fail,0,0.0,0,0.2119653,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1930644,Withdrawn,0,0.0,0,0.2245798,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
542054,Pass,1,50.0,0,0.32484338,GAGAL/MUNDUR (0),LULUS (1)
556030,Fail,0,85.5,1,0.68662417,LULUS (1),GAGAL/MUNDUR (0)
39427,Withdrawn,0,84.0,1,0.7232504,LULUS (1),GAGAL/MUNDUR (0)
648606,Withdrawn,0,0.0,0,0.4395244,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
505815,Pass,1,84.0,0,0.45245275,GAGAL/MUNDUR (0),LULUS (1)
392890,Fail,0,60.0,1,0.51242596,LULUS (1),GAGAL/MUNDUR (0)
572752,Pass,1,74.0,1,0.6127995,LULUS (1),LULUS (1)
513315,Pass,1,54.0,0,0.36454582,GAGAL/MUNDUR (0),LULUS (1)
645586,Pass,1,89.0,1,0.6950128,LULUS (1),LULUS (1)
689069,Fail,0,1.0,1,0.57422686,LULUS (1),GAGAL/MUNDUR (0)
584386,Pass,1,56.0,1,0.5019592,LULUS (1),LULUS (1)
559855,Withdrawn,0,87.0,1,0.58676654,LULUS (1),GAGAL/MUNDUR (0)
674766,Fail,0,0.0,0,0.49008858,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
556171,Fail,0,62.0,0,0.29786393,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1919240,Distinction,1,82.0,1,0.6040586,LULUS (1),LULUS (1)
389208,Pass,1,74.0,1,0.5940876,LULUS (1),LULUS (1)
678811,Withdrawn,0,0.0,0,0.040490884,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
523672,Pass,1,40.0,0,0.105048664,GAGAL/MUNDUR (0),LULUS (1)
689585,Withdrawn,0,0.0,0,0.059048943,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
492371,Pass,1,82.5,1,0.6728974,LULUS (1),LULUS (1)
602109,Fail,0,100.0,1,0.5630082,LULUS (1),GAGAL/MUNDUR (0)
616708,Fail,0,0.0,0,0.21974772,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
633746,Distinction,1,67.0,1,0.5549534,LULUS (1),LULUS (1)
532062,Withdrawn,0,74.0,1,0.5268042,LULUS (1),GAGAL/MUNDUR (0)
579151,Pass,1,79.0,1,0.63291353,LULUS (1),LULUS (1)
372837,Fail,0,0.0,0,0.20358537,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
506380,Withdrawn,0,0.0,0,0.24681401,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
604789,Pass,1,92.0,1,0.5016372,LULUS (1),LULUS (1)
630834,Pass,1,100.0,1,0.80822426,LULUS (1),LULUS (1)
600796,Pass,1,88.5,1,0.76089495,LULUS (1),LULUS (1)
604685,Pass,1,89.0,1,0.8226183,LULUS (1),LULUS (1)
623069,Fail,0,69.0,0,0.2114485,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
543474,Pass,1,0.0,0,0.026232947,GAGAL/MUNDUR (0),LULUS (1)
523710,Fail,0,30.0,0,0.20414682,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
608196,Fail,0,76.0,1,0.5363842,LULUS (1),GAGAL/MUNDUR (0)
578857,Pass,1,75.0,1,0.61454725,LULUS (1),LULUS (1)
695516,Withdrawn,0,1.0,1,0.6064849,LULUS (1),GAGAL/MUNDUR (0)
613226,Withdrawn,0,60.0,0,0.254193,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
359417,Fail,0,62.0,0,0.39240268,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
624875,Distinction,1,90.0,1,0.6706756,LULUS (1),LULUS (1)
2463282,Withdrawn,0,40.0,0,0.2071035,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1997164,Pass,1,89.0,1,0.75629103,LULUS (1),LULUS (1)
610569,Pass,1,0.0,1,0.5194791,LULUS (1),LULUS (1)
1552044,Pass,1,79.0,1,0.7006322,LULUS (1),LULUS (1)
571044,Withdrawn,0,0.0,0,0.036928065,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
466961,Pass,1,0.0,0,0.3424077,GAGAL/MUNDUR (0),LULUS (1)
597938,Distinction,1,84.0,1,0.66680783,LULUS (1),LULUS (1)
577000,Pass,1,0.0,0,0.24196887,GAGAL/MUNDUR (0),LULUS (1)
2668945,Fail,0,71.5,1,0.721468,LULUS (1),GAGAL/MUNDUR (0)
117969,Withdrawn,0,0.0,0,0.049579192,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
597363,Withdrawn,0,0.0,1,0.54454154,LULUS (1),GAGAL/MUNDUR (0)
559852,Pass,1,90.0,1,0.7113562,LULUS (1),LULUS (1)
600509,Pass,1,33.0,0,0.19008654,GAGAL/MUNDUR (0),LULUS (1)
480303,Fail,0,68.0,0,0.3064332,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
610019,Pass,1,78.5,1,0.6572497,LULUS (1),LULUS (1)
582629,Fail,0,0.0,0,0.43587402,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
567901,Pass,1,96.0,1,0.88855106,LULUS (1),LULUS (1)
1856869,Fail,0,84.0,0,0.4820914,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
636420,Withdrawn,0,33.0,0,0.21537684,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
688136,Fail,0,93.33333333333333,1,0.8980605,LULUS (1),GAGAL/MUNDUR (0)
632235,Withdrawn,0,0.0,0,0.37563574,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
626198,Pass,1,66.0,0,0.3408261,GAGAL/MUNDUR (0),LULUS (1)
439013,Fail,0,0.0,0,0.11880712,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1738364,Pass,1,87.5,1,0.7705452,LULUS (1),LULUS (1)
348439,Withdrawn,0,74.0,1,0.58926743,LULUS (1),GAGAL/MUNDUR (0)
2698109,Withdrawn,0,0.0,0,0.025302103,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
534064,Pass,1,90.0,1,0.80980843,LULUS (1),LULUS (1)
690003,Pass,1,100.0,0,0.42420542,GAGAL/MUNDUR (0),LULUS (1)
648766,Withdrawn,0,85.0,1,0.7146274,LULUS (1),GAGAL/MUNDUR (0)
606428,Withdrawn,0,89.0,1,0.8391555,LULUS (1),GAGAL/MUNDUR (0)
651651,Withdrawn,0,0.0,0,0.044000834,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
607061,Distinction,1,93.5,1,0.795656,LULUS (1),LULUS (1)
633739,Withdrawn,0,0.0,0,0.027282575,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
599787,Pass,1,85.0,1,0.5330992,LULUS (1),LULUS (1)
476964,Distinction,1,93.0,1,0.9468031,LULUS (1),LULUS (1)
436044,Fail,0,90.0,1,0.76743907,LULUS (1),GAGAL/MUNDUR (0)
560240,Pass,1,81.0,1,0.76598203,LULUS (1),LULUS (1)
696318,Distinction,1,82.5,1,0.69431716,LULUS (1),LULUS (1)
687780,Pass,1,0.0,0,0.33921814,GAGAL/MUNDUR (0),LULUS (1)
177817,Withdrawn,0,70.0,1,0.605522,LULUS (1),GAGAL/MUNDUR (0)
585147,Pass,1,0.0,0,0.49240133,GAGAL/MUNDUR (0),LULUS (1)
693116,Withdrawn,0,0.0,0,0.026634866,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
68011,Withdrawn,0,76.0,1,0.5895161,LULUS (1),GAGAL/MUNDUR (0)
556165,Fail,0,75.5,1,0.5327872,LULUS (1),GAGAL/MUNDUR (0)
590308,Fail,0,60.0,1,0.51268667,LULUS (1),GAGAL/MUNDUR (0)
629452,Distinction,1,88.0,1,0.87330043,LULUS (1),LULUS (1)
693899,Fail,0,1.0,0,0.4820177,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
539401,Withdrawn,0,72.66666666666667,1,0.6952291,LULUS (1),GAGAL/MUNDUR (0)
589927,Fail,0,0.0,0,0.06025005,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
31107,Pass,1,0.0,1,0.5593194,LULUS (1),LULUS (1)
626151,Withdrawn,0,0.0,0,0.019843915,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
367352,Fail,0,33.0,0,0.11226654,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
697119,Withdrawn,0,100.0,1,0.73862416,LULUS (1),GAGAL/MUNDUR (0)
429858,Distinction,1,83.0,0,0.30087775,GAGAL/MUNDUR (0),LULUS (1)
565109,Withdrawn,0,86.0,1,0.72605574,LULUS (1),GAGAL/MUNDUR (0)
654947,Fail,0,58.0,0,0.25413397,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
676087,Distinction,1,90.0,1,0.7767631,LULUS (1),LULUS (1)
695278,Pass,1,100.0,1,0.5641726,LULUS (1),LULUS (1)
695251,Withdrawn,0,92.0,1,0.84590095,LULUS (1),GAGAL/MUNDUR (0)
600770,Fail,0,70.0,0,0.4916012,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
226895,Pass,1,72.5,1,0.6649992,LULUS (1),LULUS (1)
557891,Pass,1,87.5,1,0.8115745,LULUS (1),LULUS (1)
679179,Fail,0,84.0,1,0.6508358,LULUS (1),GAGAL/MUNDUR (0)
651255,Fail,0,0.0,0,0.43420014,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
509866,Fail,0,0.0,0,0.2081143,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
179718,Fail,0,77.0,1,0.6060019,LULUS (1),GAGAL/MUNDUR (0)
539990,Pass,1,0.0,0,0.1896351,GAGAL/MUNDUR (0),LULUS (1)
569749,Withdrawn,0,40.0,0,0.32397354,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
26677,Withdrawn,0,0.0,0,0.026232947,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
539302,Withdrawn,0,0.0,0,0.04516397,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
585837,Pass,1,0.0,1,0.6039625,LULUS (1),LULUS (1)
577359,Withdrawn,0,0.0,0,0.111675024,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
544530,Pass,1,94.0,1,0.7620828,LULUS (1),LULUS (1)
619330,Withdrawn,0,71.0,0,0.49517703,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
534457,Pass,1,62.0,0,0.47973457,GAGAL/MUNDUR (0),LULUS (1)
2598961,Distinction,1,95.0,1,0.92627084,LULUS (1),LULUS (1)
247902,Pass,1,61.0,1,0.51553833,LULUS (1),LULUS (1)
331494,Withdrawn,0,0.0,0,0.048543137,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
335765,Withdrawn,0,0.0,0,0.046610177,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
497088,Pass,1,0.0,0,0.27754545,GAGAL/MUNDUR (0),LULUS (1)
2538792,Pass,1,0.0,0,0.33878952,GAGAL/MUNDUR (0),LULUS (1)
341096,Pass,1,66.0,0,0.43545914,GAGAL/MUNDUR (0),LULUS (1)
617557,Withdrawn,0,0.0,0,0.057879318,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
652315,Withdrawn,0,0.0,0,0.036928065,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
605682,Pass,1,72.0,1,0.64699125,LULUS (1),LULUS (1)
625295,Fail,0,74.0,0,0.38413197,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
532575,Withdrawn,0,63.0,0,0.40953392,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2338255,Pass,1,89.66666666666667,1,0.5169377,LULUS (1),LULUS (1)
305535,Pass,1,69.4,0,0.30544737,GAGAL/MUNDUR (0),LULUS (1)
685212,Pass,1,100.0,1,0.8796328,LULUS (1),LULUS (1)
592538,Withdrawn,0,63.5,1,0.59079355,LULUS (1),GAGAL/MUNDUR (0)
568668,Fail,0,0.0,0,0.10152655,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
545048,Fail,0,82.0,1,0.6540249,LULUS (1),GAGAL/MUNDUR (0)
678213,Withdrawn,0,1.0,1,0.6815734,LULUS (1),GAGAL/MUNDUR (0)
2436584,Withdrawn,0,85.0,1,0.59866226,LULUS (1),GAGAL/MUNDUR (0)
552708,Distinction,1,86.0,1,0.7784474,LULUS (1),LULUS (1)
685619,Withdrawn,0,80.0,1,0.5199977,LULUS (1),GAGAL/MUNDUR (0)
529760,Fail,0,33.0,0,0.18669675,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
625536,Pass,1,82.0,1,0.5710511,LULUS (1),LULUS (1)
528559,Pass,1,56.0,0,0.31348234,GAGAL/MUNDUR (0),LULUS (1)
1103608,Pass,1,84.0,1,0.7586897,LULUS (1),LULUS (1)
321969,Withdrawn,0,0.0,1,0.517818,LULUS (1),GAGAL/MUNDUR (0)
586843,Pass,1,81.0,1,0.7660716,LULUS (1),LULUS (1)
630774,Pass,1,82.0,0,0.37095615,GAGAL/MUNDUR (0),LULUS (1)
577645,Distinction,1,100.0,1,0.80909526,LULUS (1),LULUS (1)
592093,Withdrawn,0,64.0,0,0.47325727,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
626940,Fail,0,0.0,0,0.046560917,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2613331,Pass,1,80.0,0,0.3105908,GAGAL/MUNDUR (0),LULUS (1)
2513333,Fail,0,0.0,0,0.3239955,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2581654,Pass,1,0.0,0,0.20715493,GAGAL/MUNDUR (0),LULUS (1)
581239,Pass,1,0.0,1,0.5396874,LULUS (1),LULUS (1)
259641,Pass,1,97.0,1,0.90888923,LULUS (1),LULUS (1)
114367,Pass,1,100.0,1,0.8889712,LULUS (1),LULUS (1)
2122180,Distinction,1,86.0,1,0.80443436,LULUS (1),LULUS (1)
303141,Pass,1,90.0,1,0.8359337,LULUS (1),LULUS (1)
1936285,Distinction,1,94.5,1,0.8512185,LULUS (1),LULUS (1)
620716,Pass,1,97.0,1,0.7488052,LULUS (1),LULUS (1)
694349,Pass,1,100.0,1,0.56497604,LULUS (1),LULUS (1)
2507271,Withdrawn,0,80.0,1,0.62551355,LULUS (1),GAGAL/MUNDUR (0)
626075,Pass,1,1.0,0,0.122448206,GAGAL/MUNDUR (0),LULUS (1)
435423,Pass,1,86.5,1,0.83248216,LULUS (1),LULUS (1)
240389,Withdrawn,0,58.285714285714285,1,0.50571924,LULUS (1),GAGAL/MUNDUR (0)
570954,Withdrawn,0,89.0,1,0.6261402,LULUS (1),GAGAL/MUNDUR (0)
545693,Withdrawn,0,52.0,0,0.32955632,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
602123,Fail,0,67.0,0,0.36602297,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
508388,Pass,1,90.0,1,0.79113144,LULUS (1),LULUS (1)
549713,Withdrawn,0,0.0,0,0.45398414,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
610603,Pass,1,59.0,1,0.5408114,LULUS (1),LULUS (1)
677018,Pass,1,90.33333333333333,1,0.82817405,LULUS (1),LULUS (1)
689944,Withdrawn,0,0.0,0,0.017844543,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
538941,Pass,1,94.0,1,0.8801898,LULUS (1),LULUS (1)
260565,Pass,1,83.0,1,0.51386696,LULUS (1),LULUS (1)
629906,Withdrawn,0,0.0,0,0.37375113,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
645639,Fail,0,100.0,1,0.5816961,LULUS (1),GAGAL/MUNDUR (0)
358504,Pass,1,68.0,1,0.532183,LULUS (1),LULUS (1)
444766,Pass,1,65.0,0,0.43099174,GAGAL/MUNDUR (0),LULUS (1)
116763,Withdrawn,0,79.0,1,0.5450083,LULUS (1),GAGAL/MUNDUR (0)
384246,Pass,1,62.5,0,0.45301563,GAGAL/MUNDUR (0),LULUS (1)
675374,Pass,1,90.33333333333333,1,0.8511365,LULUS (1),LULUS (1)
2446778,Withdrawn,0,0.0,1,0.5550435,LULUS (1),GAGAL/MUNDUR (0)
2104505,Pass,1,80.0,0,0.46312413,GAGAL/MUNDUR (0),LULUS (1)
693213,Distinction,1,100.0,1,0.6700228,LULUS (1),LULUS (1)
342100,Pass,1,87.0,1,0.7212602,LULUS (1),LULUS (1)
522257,Pass,1,81.5,1,0.72513574,LULUS (1),LULUS (1)
544071,Withdrawn,0,0.0,0,0.31212875,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2633226,Pass,1,0.0,0,0.43515962,GAGAL/MUNDUR (0),LULUS (1)
433864,Pass,1,76.0,1,0.6421302,LULUS (1),LULUS (1)
581459,Fail,0,67.0,0,0.44573757,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1514245,Withdrawn,0,83.0,1,0.65461946,LULUS (1),GAGAL/MUNDUR (0)
539514,Fail,0,96.0,1,0.8563544,LULUS (1),GAGAL/MUNDUR (0)
635230,Distinction,1,85.0,1,0.81598485,LULUS (1),LULUS (1)
620389,Withdrawn,0,0.0,0,0.30847454,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
621906,Withdrawn,0,0.0,0,0.49323702,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2432551,Fail,0,100.0,0,0.42428017,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
500135,Fail,0,80.0,1,0.6656602,LULUS (1),GAGAL/MUNDUR (0)
629231,Withdrawn,0,60.0,0,0.2268662,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
545991,Fail,0,84.0,1,0.68868303,LULUS (1),GAGAL/MUNDUR (0)
634311,Fail,0,0.0,0,0.4316189,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
557040,Withdrawn,0,0.0,0,0.30639955,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
313810,Distinction,1,87.0,1,0.83942556,LULUS (1),LULUS (1)
2449490,Withdrawn,0,66.0,0,0.3394757,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
473328,Pass,1,85.0,1,0.6742853,LULUS (1),LULUS (1)
584932,Fail,0,0.0,0,0.13224985,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
609242,Fail,0,57.0,0,0.28167415,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
